,Akuapem Twi
6927,Wɔwoo me 1988 mu.
6928,Obiara annye telefon no so.
6929,Mɛkyerɛ wo sɛnea wobɛbɔ chess.
6930,Mempɛ sɛ mitu mpase seesei.
6931,DNA mu nhwehwɛmu bi daa no adi sɛ ne ho nni asɛm.
6932,"Misusuwii sɛ sɛɛ na Asamoah atua Boatemaa ka, nanso ɛda adi sɛ na madi mfomso."
6933,Hena bio na woabisa no?
6934,Ná esua koraa.
6935,Ná abɔmmɔfo no de ne were retwitwa awɔ no.
6936,Mepɛ sɛ mede nsu di agoru.
6937,Ɛyɛ anigye sɛ wobɛbɔ basket bɔɔl.
6938,Ná ɛyɛ ɔdasum dedaw.
6939,Misusuw sɛ bere aso sɛ mehwɛ m'aniwa.
6940,Yi firii wo ti
6941,Mepɛ sɛ mibisa wo asɛm bi kɛkɛ.
6942,Asamoah siri kyerɛ Boatemaa
6943,Odii awu.
6944,Ɔyɛ obi a ɔpɛ adesua kɛkɛ.
6945,Kyɛ keeki numo abiɛsa pɛ.
6946,Wubetumi de w'ani ahu.
6947,Me yam a anka metumi ne wo atra.
6948,Hena na otwaa keeki no?
6949,Ɔtafiri ne nsa ho
6950,Wotaa nya bere pii ma no.
6951,"Wobuu no fɔ sɛ wɔmfa no nto afiase nnanum, na afe biako nso wɔde no too kar a wɔde fa nsã mu."
6952,Asamoah mpɛ sɛ ɔhyɛ wɔɔkye.
6953,Fa kesua no gu nsu a ehuru mu .
6954,Ne fie wɔ ha baabi.
6955,Asamoah gyina hwɛɛ kar no yiye.
6956,Mekyii no sɛ wafa afiri a wɔde twa nfonii no.
6957,Ná ɛyɛ anika yiye.
6958,"Sɛ́ Holah no, na ɔrebɔ mpae."
6959,"Sɛ́ nniso no, sukyerɛmma ntɔ pii wɔ ha."
6960,Asamoah buu ne nam.
6961,Onyaa keteke anɔpa dumien no.
6962,Ɔpɛ sɛ ɔkɔ apontow no ase.
6963,Ma me nufusu kuruwa biako.
6964,Wɔasan aba.
6965,Obiara nim sɛ ɔda so te ase.
6966,Odii agoru wɔ awɔw bere mu.
6967,Asamoah wɔ nuabeanom mpanyimfo baasa.
6968,"M'ani gye mfonini yi ho, ɛnyɛ sɛ ɛyɛ ade a edi mũ nti, na mmom esiane sɛ ɛyɛ fɛ nti."
6969,Wodii mfomso buu me adebuo sɛ adamfofa.
6970,Ɔyare no mu yɛɛ den paa.
6971,Meka kyerɛɛ wo sɛ mewɔ mpena.
6972,Asamoah betumi anatew se okura aba mu a.
6973,Asamoah anka ɛno ho asɛm.
6974,Spring aba
6975,Metɔɔ afiri a wɔde twa mfonini yi yen apem aduonu anum.
6976,"Nokwasɛm no ne sɛ, na mempɛ sɛ me ne Asamoah didi."
6977,Asamoah tan nkraman ankasa.
6978,Asamoah kyerɛɛ me sɛnea mede ne mfoninitwa afiri no bedi dwuma.
6979,Ɔkyerɛwfo biara betumi akyerɛw saa nkrataa yi bi.
6980,Ɛhe na metumi atwe sini ahorow a basabasayɛ wom afi?
6981,Otuu wɔn fo sɛ wɔyɛ dede.
6982,Ɔwɔ sukuu afe a ɛto so du mu.
6983,Hena na Ɔne Asamoah Kasae?
6984,Wɔn a wɔhwɛ sika so no rennye mfomso no ntom.
6985,Menya.
6986,Nhwɛ w'akyi.
6987,Me yam a anka anka wo ne me bae.
6988,So wugye eyi ho kyim?
6989,Owia no hyerɛn wɔ wim.
6990,Wɔde afiri bi yii fox no.
6991,"Me na etwa to a mituu mmirika no, nanso ankyɛ na me ne afoforo no bɔe."
6992,Ne babea panyin waree.
6993,Me kraman we bobe aba.
6994,Egyee me nnɔnhwerew abien ansa na meretumi adu Yokohama.
6995,Ná minni akwanhyia no ho hwee.
6996,Dɛn na ɛma wɔyɛ saa?
6997,Obiara betumi ayɛ saa.
6998,Misusuw sɛ bere aso sɛ mehohoro me kar ho.
6999,"Sɛ otumi ka Franse kasa a, bisa Asamoah."
7000,Mempɛ sɛ meda.
7001,Yehuu baabi a ɔte.
7002,Ɔbea no hai n’ani ɛkyerɛ yɛn.
7003,Nnipa no pii wuwui.
7004,Mekɔɔ so nantew kar no mu.
7005,Ɔkae sɛ wahu no ɔsram biako a atwam no.
7006,kɔm de yɛn
7007,Ná ɔnhyɛ atade biara sɛ atade a ɔhyɛ wɔ n’atade ase.
7008,"Yiw, me nso meyɛ sukuuni."
7009,Dɛn ne aduru a eye sen biara a ɛde saa kokoram no ba?
7010,Dua no nhaban nyinaa dan akokɔsrade.
7011,Ɔyɛ me wɔfa.
7012,Migye di sɛ Asamoah bɛyɛ yiye.
7013,"Sɛ ɛba saa a, mempɛ."
7014,Dɛn na worehwɛ kwan wɔ ha?
7015,Abarimaa no fii ase sui.
7016,Asamoah ntumi ntɔ kar dedaw mpo.
7017,Mmara biara wɔ nea etumino
7018,Wadi mfe asia sen me.
7019,Onni nimdeɛ a ɔde bɛyɛ saa adwuma no.
7020,So wobɛpɛ sɛ woka biribi?
7021,Ɛnyɛ den na ntease wom.
7022,Bɔ mmɔden biara na huri.
7023,Yɛrentumi nkɔ Boston.
7024,me fie ne m’abankɛse
7025,Mibuee adaka kɛse no.
7026,Yɛrentumi nguan.
7027,Dɛn na woresusuw ho?
7028,Mekɔɔ ayaresabea kɔhwɛɛ me yere.
7029,"Ná onni sika, enti na ontumi ntɔ aduan biara."
7030,M'ani begye ho sɛ mehu beae a Asamoah wɔ no.
7031,Mehwehwɛ me safe.
7032,Mempɛ sɛ medidi wɔ ha.
7033,Fi pon hɔ kɔ.
7034,Ɛkame ayɛ sɛ yɛayɛ krado.
7035,Mekɔɔ nnwonto bi ase anadwo a etwaam no.
7036,"Sɛ mframa pa nni hɔ a, wuntumi nhyew biribiara."
7037,"Sɛ wopɛ sɛ wufi hɔ a, meremfa nhyɛ wo."
7038,Yɛne wɔn atwa abusuabɔ mu.
7039,"Efi bere a akwanhyia no sii no, Asamoah agyae ne dayɛsom sɛ obedi asa."
7040,"Mfiase no, na m'ani nnye rock nnwom ho, nanso seesei de, m'ani gye ho."
7041,Eyi yɛ bobesa a ɛkyɛn so.
7042,Wɔkyikyiree Asamoah anim.
7043,Hena ba ne wo?
7044,"Bere a ohuu ɔwɔ kɛse yi no, ehu kaa no paa."
7045,Ɛsɛ sɛ yɛkyerɛ obu ma ankorankoro ahofadi.
7046,Wayere ne ho reyɛ adwuma.
7047,Wɔde ofie yi bata ɔfã biako ho.
7048,Ma adwumayɛfo no nkɔ fie ntɛm nnɛ.
7049,"Yɛ kɔ didi, so wopɛ sɛ wo nso wokɔ bi?"
7050,Onyaa agyapade kɛse bi.
7051,Mintumi nhu sɛ ebia Asamaoh adii aguro anaasɛ onni bi.
7052,Wɔka sɛ osu bɛtɔ!
7053,So wunim sɛnea m'asetra te?
7054,samina no piraa m'ani.
7055,Ɔde pɛtro guu engine no mu mprɛnsa.
7056,Asamoah san bae no na okra tuo.
7057,Dɛn na ɛkɔ so nnɛ?
7058,"Mprempren de, oguare."
7059,me nsa hwie gui
7060,Asamoah wɔ nnwuma pii a ɛsɛ sɛ ɔyɛ.
7061,Ná wɔn a wɔwɔ ɔdan no akyi no nte ɔkasafo no kasa.
7062,Saa nhoma yi afono me.
7063,"Anadwo a etwaam no, mesoo dae huhuuhu bi."
7064,Seesei merekɔ fie.
7065,"Sɛ wobɔ me soboɔ na wo bo atɔ wo yam a, kɔ w'anim tẽẽ."
7066,Ná saa wɔɔkye yi bo yɛ yen apem aduonson.
7067,Ɔde ne sika nyinaa a ɔhweree no firii no.
7068,Ne nufusu nye koraa.
7069,Ná obiara nim sɛ otumi ka Borɔfo kasa yiye.
7070,"Nea ɛyɛ awerɛhow no, na ɛsɛ sɛ ofi hɔ kɔ."
7071,"Anyɛ yiye koraa no, Asamoah ne Boatemaa akɔ agodibea yi so mpɛn pii."
7072,Matow aba no bi.
7073,Wampene nsa a wɔto frɛɛ no no so.
7074,Ɛnsɛ sɛ ɛyɛ me den sɛ mɛyɛ saa.
7075,Wokae nipa ko a meyɛ?
7076,Osii gyinae wɔ atade kɔkɔɔ no ho.
7077,Nea mihia ara ne m'ankasa me atrae.
7078,Nyɛ dede biara.
7079,So woda so ara redi agoru yi?
7080,Minni bere biara a mede bɛ hyehyɛ nhoma ansa na makɔ.
7081,Manya kokoram.
7082,Metaa to dwom wɔ aguaree hɔ.
7083,Asɛm no kaa akyi dodo.
7084,Mintumi mfi hɔ.
7085,Ɛyɛ ɔhaw a anibere wom.
7086,"Kwasida biara, me papa bɔ tenis bɔɔl."
7087,Mehweree me ahwehwɛniwa.
7088,Me wɔfa de n'ani kyerɛɛ ahɔhodan bi mu.
7089,Ná ɔhaw no mu yɛ den yiye.
7090,Ná minnim sɛ ne koma yɛ mmerɛw.
7091,Ná misusuw sɛ woreka sɛ wonte Franse kasa.
7092,Asamoah tɔɔ ɔtare no mu
7093,Mepɛ sɛ wunya eyi.
7094,"Ɔkwan bɛn so na woka sɛ ""meda wo ase wɔ Japan kasa mu?"
7095,Nea minim ara ne sɛ ɔyɛ ɔsɛmmɔnedifo.
7096,Egye bere tenten ahe na afi ha akɔ adwumayɛbea?
7097,Ɔsraani no piraa wɔ fam.
7098,"Dwene ho, he fo na mihuu wɔn nnɛ no.a"
7099,Wɔrenni nam.
7100,Asamoah wɔ biribi a ɔne yɛne nyinaa bɛbɔ ho nkɔmmɔ.
7101,Saa bere no ara mu na Asamoah fii hɔ kɔe.
7102,Minni ɔhaw biara a mede bɛyɛ saa.
7103,Yɛwɔ mmofra nhoma pii wɔ nhomakorabea hɔ.
7104,"Asamoah pɛ mmea a wɔn ho yɛ fɛ, na na ɔpɛ nsa ne agumadi kar a wɔde di agoru nso."
7105,Mepɛ sɛ meyɛ w'adamfo.
7106,Ɛsɛ sɛ yesua sɛ yɛbɛbom ayɛ adwuma.
7107,Me ne m'adamfo bi dii paanoo kɛse bi dɔnhwerew biako a atwam ni.
7108,Nnwom yɛ m'asetram ade titiriw.
7109,"mmisa wɔn nea wɔresusuw ho, bisa wɔn nea wɔreyɛ ."
7110,Na ɔfasu no yɛ fitaa wɔ ɔdan no mu na ahabammono wɔ akyi.
7111,Asɛm bi a ɛyɛ awerɛhow sii wɔ fie.
7112,Migye di paa sɛ eyi yɛ adaeso.
7113,ɛsɛ sɛ Asamoah kɔ ayaresabea.
7114,"krataa a ɛkyɛn so a Super Nintendo Pilato de mae no yɛ nwonwa, na eye koraa sen nea na ɛwɔ hɔ kan Nintendo nkyerɛwee no mu no."
7115,M'ani gye ɛmo ho.
7116,Ná Jacob Coxey asiesie ne ho ama nea enye koraa no.
7117,Mepɛ sɛ wode brɛ me.
7118,Meyɛɛ adwuma bɛboro nnɔnhwerew awotwe ɔsram biara.
7119,Seesei meyɛ ɔpanyin.
7120,Asamoah anigyee ankasa.
7121,Mepɛ sɛ Asamoah ani gye ankasa.
7122,Ɔyɛ asase ho mfonini mpɛn pii.
7123,"Mesrɛ wo, kyerɛw krataa yi mu?"
7124,So Asamoah ala bae?
7125,Mete kurow ketewa bi mu.
7126,"Ná misusuw sɛ owudifo wɔ tuo, enti mebɔɔ no tuo."
7127,Ɛyɛ wo de.
7128,Nea ehia ara ne sɛ mibisa Holah nsɛm bi.
7129,"Sɛ́ Asamoah no, na ɔpɛ sɛ Komema yɛ dinn."
7130,M'ani gye ho bere nyinaa sɛ mefi nkɔmmɔbɔ ase.
7131,Mehwehwɛ obi.
7132,Obi bom
7133,"Sɛ wopɛ sɛ w'adwumayɛfo ani gye a, ɛsɛ sɛ wutua akatua pa."
7134,Yenni paanoo bio.
7135,Ɛhe na Asamoah suaa eyi?
7136,Mepɛ sɛ wunya eyi bi.
7137,Ná ɛno yɛ bɔne.
7138,Asamoah sere
7139,Wonhia me mmoa.
7140,Wɔkyerɛw saa dwom no boom.
7141,Wonhu wo.
7142,Ɔkɔɔ so tɔe dapɛn biako.
7143,Asamoah aguare
7144,Ahɔho pii kɔ Venice bere nyinaa.
7145,Ɔfrɛɛ me.
7146,So w'ani gye wo mfɛfo sukuufo ho?
7147,"Efi anɔpa no, me mirim ayɛ kuro, enti mintumi nhu sɛ ebia awɔw no ano ayɛ den anaa."
7148,Wubetumi afrɛ me bere biara a wopɛ.
7149,Ná Asamoah nim sɛ asɛm no nyɛ nokware.
7150,M'ani abere rehwehwɛ biribi a ne kan nyɛ den a metumi de aboa furigana.
7151,M'ankasa meyɛɛ adwuma no nyinaa.
7152,M'ani gye ayeforohyia ho.
7153,Ɔyɛ ɔbea a ne ho dwo.
7154,Ntow biribiara nkyene.
7155,Ɛsɛ sɛ mitumi kɔ Asamoah hɔ.
7156,Ɔyɛ ɔdefo na meyɛ ohiani.
7157,M'ani gyee ho wɔ Boston.
7158,"Bere a merema me kraman aduan no, mihui sɛ wɔabue pon no."
7159,Saa akwantu tumi krataa yi di mũ kosi bere bɛn?
7160,Saa pɛpɛɛpɛ na na misusuw.
7161,Hwɛ sika dodow a wɔakyerɛw wɔ sikakorabea hɔ.
7162,"Da a edi hɔ Fida no, Asamoah kohuu Boatemaa."
7163,Minnim sɛ ebia osu bɛtɔ ɔkyena anaa.
7164,Koos ka kyerɛɛ me sɛ ɔmpɛ saa.
7165,Italy wɔ anwenne a ɛyɛ fɛ sen biara wɔ wiase.
7166,Asamoah ɛwɔ ɔhaw kɛse bi mu.
7167,Tokyo yɛ kɛse sen Yokohama.
7168,So wopɛ sɛ metra Asamoah hɔ?
7169,M'akyi a ɛyɛɛ me yaw.
7170,Mepɛ sɛ wuhu sɛ wubetumi anya me mu ahotoso.
7171,Mintumi nhu no sɛ osu saa.
7172,Mfe ahe na wode asua Esperanto ho ade?
7173,"Anka ɛsɛ sɛ meka kyerɛ polisifo, nanso manyɛ saa."
7174,Wo na woadi nkonim.
7175,Ɛsɛ sɛ wuhu eyi.
7176,Bere a Asamoah nantew brɛoo.
7177,Ɛno ne ade a etwa to a ɛsɛ sɛ mihu bere nyinaa.
7178,Ɛnyɛ den sɛ wobɛyɛ saa na ne bo nso nyɛ den.
7179,"Sɛ yedidi wie a, na yɛde me kar no twa kurow no ho hyia."
7180,Me hu wo ɔkyena.
7181,Koos faa keteke a na enye no.
7182,Ɛyɛ Collegiantfo asɔredan ankasa.
7183,Ɔtamfo a ne ho yɛ hu sen biara ne obi a kan no na ɔyɛ adamfo no.
7184,"Sɛ́ Holah no, ɔrennyaw me nkutoo."
7185,Dɛn na Asaah bɛka afa ɛno ho?
7186,Ɔka Engiresi ne Franse kasa nyinaa.
7187,Aka akyi dodo.
7188,Ná bobe no di yiye saa ahohuru bere no.
7189,Manya biribi wɔ fononoo no mu.
7190,Ɛyɛ dɛn na mitumi kɔ Intanɛt so?
7191,So w'ani gye anaa w'ani nnye ho?
7192,M'ani nwu sɛnea mete no ho.
7193,So wowɔ Engiresi nsɛm asekyerɛ nhoma bi?
7194,Asamoah pɛ sɛ ohunu ice cream dodow a Boatemaa dii.
7195,"Anyɛ yiye koraa no, metumi ayɛ."
7196,"Sɛnea minim no, ɔmmaa da."
7197,Nnipa nkwa da asiane mu.
7198,Mebefi hɔ akosi bere bi.
7199,Asamoah sɔɔ n’ahome
7200,"Ɛno akyi no, mɛka akyerɛ wo."
7201,"Sɛ woyɛ no ntɛm a, eye."
7202,Dɛn ankasa na ɔkae?
7203,Ɔmpɛ kɔfe.
7204,Me yam a anka minyaa bere maa mpena bi.
7205,Mepɛ sɛ mo nyinaa muhu sɛ merentumi nsesa da.
7206,so wo ho yɛ
7207,Mayɛ krado sɛ mewu.
7208,Ɛbɛyɛ sɛ biribi saa too no.
7209,"Wubetumi asaw, wuntumi nyɛ saa?"
7210,Meyare.
7211,Enni ne mu sɛ odidi awia.
7212,"Ɛbɛyɛ sɛ na wabrɛ, na na wada."
7213,Metɔɔ no ɛnnura no.
7214,Ɔkwan a eye sen biara bɛn na wubetumi afa so asua Engiresi kasa?
7215,Mɛfa asase ase keteke aba.
7216,Eyi yɛ nhoma a ɛka nsoromma ho asɛm.
7217,"Bere a ɔkenkan krataa no wiei no, otwaa mu."
7218,Menni adagyew horaa
7219,"So wankɔ gua so Dwoda, anaa ɛnte saa?"
7220,Ná ɔtare no mu ayɛ nwini.
7221,So wunyaa biribi?
7222,So woadi dɛnkyɛm aduan pɛn?
7223,Ɛyɛ bere.
7224,Me yam a anka wokɔ.
7225,Mepɛ sɛ wode kɔma me ntɛm ara.
7226,So wopɛ sɛ miyi eyi fi me mu?
7227,Asamoah nnim faako pɔtee a Boatemaa asetra wɔ.
7228,"Otuu mmirika tuu mmirika, nanso wantumi anhu ne kraman no."
7229,Onni asɛm no ho hwee.
7230,Migye di sɛ wo sua wo solo no.
7231,Ɔbɔɔ ne ti ase.
7232,Wubetumi aguare bere tenten biara a wopɛ.
7233,Yehuu atamfo ahyɛn wɔ akyirikyiri.
7234,Wɔhyɛɛ Ɔhemmaa Liliuokalani ma ɔde ne ho mae.
7235,Yenyaa awia aduan ntɛm wɔ sukuu mu.
7236,Me kyerɛɛ kar no sɛ ma ompere ne ho.
7237,Ekura no tuu mmirika kɔɔ amoa no mu.
7238,Misusuw sɛ wɔyɛ nokwaredifo.
7239,Nah kaa John ho asɛm kyerɛɛ Kama.
7240,Mɛfrɛ wo anwummere yi.
7241,Onyaa ayaresa wɔ ne subammɔne no ho.
7242,So wubetumi adan wo kanea no?
7243,Mfe abien atwam fi bere a yɛkyɛɛ mu no.
7244,Ná misusuw sɛ woka sɛ Asamoah wɔ Boston.
7245,Asamoah san bisae.
7246,mede golf gyigye m'ani
7247,"Sɛ anyinam ahoɔden nni hɔ a, yɛrentumi nyɛ adwuma."
7248,Eye sɛ wubegye w'ahome kakra.
7249,"Mede nhoma biara a mewɔ bɛma wo, bere tenten a woma ɛho tew no."
7250,Mebaa ha sɛ mereboa wo.
7251,Yɛnam kwan so rekɔ fie.
7252,Ɛso remma mfaso biara.
7253,M'ani gye nkwa ho.
7254,"So ɛnyɛ da pa, kɔ abɔnten kɔ nantew kakra?"
7255,ɔbo nkɔ soro.
7256,Mmabaa no nyinaa boaa wɔn ho wɔn ho.
7257,Mempɛ sɛ mehu wo bio.
7258,Kuw biara de wɔn frankaa kɔɔ agumadibea hɔ nea etwa to.
7259,"Ná minim sɛ sɛ obi nya ɔdɔ ma me a, ɔbɛyɛ biribi ama me."
7260,Bere a Asamoah huu nea ɔrehwehwɛ wɔ ɔpon no ase no.
7261,Ne ntwerɛyɛ ɛyɛ fɛ yiye.
7262,Me ho dwiriw me.
7263,M'ani nsɔ nneɛma.
7264,Ɛsɛ sɛ bere nyinaa wode sika sie ma osu tɔ.
7265,Ɔnyɛ hwee sɛ anwiinwii fi anɔpa kosi anadwo kɛkɛ.
7266,N’adwene awu onnim sɛ asiane betumi ato no.
7267,Ɔbɔɔ ɔsebɔ no tuo ma ne faa ne tirim.
7268,Minnim sɛ ɔbɛba anadwo yi ara.
7269,Hena na na wohwɛ no kwan?
7270,Dɛn na aboa no pɛ?
7271,Ɔtraa fie da mũ nyinaa sen sɛ obefi fie.
7272,Mmea taa nyin kyɛ sen mmarima.
7273,Wɔda so ara resusuw asɛm no ho.
7274,"Mihui sɛ ɛwom sɛ mepɛ sɛ me didi, nanso minnya bere pii mma me ho."
7275,Woabɛyɛ kɛse.
7276,Yɛ fii ase ankyɛ koraa na osu fii ase  tɔe.
7277,Asamoah ani agyina ne yere no.
7278,Yɛwɔ akwansin du foforo a ɛsɛ sɛ yɛnantew ansa na owia akɔtɔ.
7279,"Sɛ woka kyerɛɛ me dedaw a, anka mɛhyɛ ntade asiesie me ho."
7280,So wasan aba dedaw?
7281,Saa mpaboa yi pira.
7282,Asamoah de anigye penee so.
7283,Yɛda mo ase wɔ akyɛde no ho.
7284,"Sɛ ɛyɛ nokware a, dɛn na wobɛyɛ?"
7285,Mihui sɛ ɔbarima bi redidi wɔ nwura  konko bi mu.
7286,Ɛno nyɛ anoyi pii.
7287,Sɛ yɛ ghe wo tum a wore mmɔ ka
7288,Nya me mu kyɛfa.
7289,Minim nea mekae.
7290,Amanneɛbɔ no maa yɛn nyinaa ho dwiriw yɛn.
7291,Gyina ekyiri!
7292,bue wo nhoma no mu ma kratafa 86.
7293,"Nokwasɛm ni, bere a edi kan a minyaa MRI ho nimdeɛ no, ehu kaa me kakra."
7294,Saa pɛpɛɛpɛ na me kyere no.
7295,Asamoah ka wɔn a wɔhwɛ me no ho.
7296,Mɛma w'ani agye.
7297,Yebetumi aboa wo.
7298,M'ani gye mfonini yi ho.
7299,Me mfonini biako ni.
7300,So metumi atɔ nneɛma wɔ ha bere a me rentua tow?
7301,Tebea no asɛe koraa sen sɛnea misusuwii no.
7302,So woahu biribi a ɛyɛ fɛ saa pɛn?
7303,"Sɛ́ Holah no, wammɔ mmɔden mpo sɛ ɔbɛboa."
7304,Asamoah yɛɛ nea obetumi biara.
7305,Dɛn na woreyɛ wɔ dɔn yi mu?
7306,Mempɛ sɛ mɛyɛ biribi ma ahaw wo.
7307,Fa mfonini bi a wɔayɛ no nnansa yi ara to wo krataa so.
7308,osu retɔ kɛse.
7309,Wɔde anuanom Jackson baanu no nyinaa agu afiase.
7310,Wɔwoo me 1972 mu.
7311,So Holah kae bere a ɔbɛba abɛsra no no?
7312,Mpɛn ahe na ɛsɛ sɛ meka kyerɛ wo sɛ gyae saa ɔfrɛ no?
7313,"Bere a wɔ bue mo no, ntomaa no te ye."
7314,Asamoah amfa n'adwene nsi so.
7315,Nhomakorabea no da abansoro a ɛto so abien no so.
7316,Nnipa binom suro ananse.
7317,Ná nkongua pii sisi dan no mu.
7318,So wo tuo no kura mmoba pii?
7319,"Sɛ ɛyɛ den ma wo a, bisa me hɔ mmoa."
7320,minnim sɛ wo besan aba ha.
7321,Asamoah nyaa komayare
7322,Seesei ara na Asamoah ne Boatemaa atɔ kar foforo.
7323,Ma yɛnto sika.
7324,Eyi ne ade a na meretwɛn.
7325,"Anadwo a etwa to no, na me ne Asamoah wɔ hɔ."
7326,Wɔkɔɔ baabi foforo.
7327,Ɛyɛ den dodo sɛ wobɛda mpa yi so.
7328,Asamoah wiaa ne ho puee dan no mu.
7329,Anɔpa biara mekɔ sukuu.
7330,Asamoah mpɛ sɛ ɔbɛ wo ho bi
7331,Miduu hɔ ntɛm nso.
7332,M'ani nnye TV hwɛ ho anadwo yi.
7333,Ɔyɛ Franseni.
7334,Mehyɛɛ mmara sɛ mennantew dɔnhwerew biako anɔpa.
7335,Asamoah akyim towel no
7336,Mayɛ m'adwene bere nyinaa sɛ metu kwan akɔ Europa.
7337,"Sɛ́ Asamoah no, ɔpɛ sɛ afoforo kyerɛ ne ho anigye."
7338,Manhu sɛnea n'ani gyei.
7339,Nsa ho dwom bɛn na w'ani gye ho paa?
7340,Dɛn nti na Amerika awofo kamfo wɔn mma?
7341,Ɛyɛ me yaw sɛ nhyehyɛe bi a atwam mma mintumi nnye nsa a wufi ayamye mu to frɛ me no so.
7342,Ɔde kanea bi sɛn mpomma no mu.
7343,Yehia sika.
7344,Sukuu mũ no nyinaa penee so.
7345,Asamoah ntumi nyɛ panyin nsen me.
7346,"Sɛ wompɛ no a, dɛn nti na na wo ne no rekasa?"
7347,me hwirii wach no a me nuabea tɔ maa me no.
7348,Hwɛ yiye wɔ sɛnea w'atade bɔ no ho.
7349,Eyi yɛ biribi a ɛsɛ sɛ yesusuw ho.
7350,Yedii nnɔnhwerew abiɛsa wɔ petee mu.
7351,Belgium nyɛ kɛse te sɛ France.
7352,Wɔn mu binom awia me nnaka.
7353,Saa kuntu yi ne ntama no nsɛ.
7354,Mepɛ sɛ mekyerɛ wo biribi foforo.
7355,Ɛfata sɛ wɔde nkonim bo no ma Asamoah.
7356,Nhoma kakra na ɛwɔ bag no mu.
7357,Nneɛma abiɛsa bi wɔ hɔ a ɛsɛ sɛ wopaw.
7358,ɔpɛnimma wɔ nnafua aduasa baako.
7359,Wo tiri ayɛ yiye
7360,Mɛhwɛ sini bi a ɛyɛ hu.
7361,So wubetumi aka kar?
7362,Eyi ne bere a etwa to a megye akyɛde bi atom.
7363,Ɔbɔɔ mmɔden sɛ ɔde n'awerɛhow besie apontow no ase.
7364,N'ani gye nnwom ho kɛse.
7365,Wo ntumi gya Asamoah wɔ w’akyi
7366,Minim nea esii no dedaw.
7367,Asamoah nni nnamfo pii nti.
7368,Ná ontumi ne no nkasa.
7369,Ná me maame noa nkesua du.
7370,Asamoah ye hu yiye
7371,Obi rehwɛ me.
7372,So na wuhia biribi?
7373,Makenkan saa nhoma no mu biara.
7374,Sɛnea Koosa mpɛ sɛ n'awofo behu sɛ ɔnom nsa.
7375,Ɔde kar kɔɔ bepɔw no so nkakrankakra.
7376,"Sɛ woabrɛ a, ebetumi atɔ akongua no so."
7377,"Sɛ́ Asamoah no, aniwa tuntum bi wɔ hɔ."
7378,Wɔn nyinaa hyɛn mu.
7379,Nkurɔfo kasa a wonni hwee ka.
7380,So wopɛ sɛ wo ne Asamoah kasa?
7381,Kliki link no so
7382,Onni atoro.
7383,Asamoah de mfonini no kyerɛɛ Boatemaa.
7384,"Nokwarem no, mmara mma eyi ho kwan."
7385,Dɛn na woabɔ mmɔden sɛ wobɛyɛ?
7386,Ná ɛyɛ akwanhyia a ɛyɛ hu.
7387,Ɔpɛ sɛ oyi nneɛma bɔne fi ne tirim.
7388,"Ofie no wɔ baabi a wodidi, ɔdan a wɔda mu ne adesua."
7389,Ɛnyɛ den mma wo.
7390,ɔkraman no hwɛɛ nsu no mu.
7391,"Sɛ edu ahohuru bere a, me guare nso paa."
7392,Asamoah din a etwa to ne dɛn?
7393,Asraafo atuatewfo siesiee wɔn ho sɛ wɔbɛko.
7394,Ɔtemmufo no bɔɔ n'asen.
7395,Asamoah bisaa me sɛ minim obiara a obetumi akyerɛ ase afi Franse kasa mu akɔ Engiresi kasa mu anaa.
7396,Ná m’aka akyi.
7397,Na wotua amanne ahorow ho ka.
7398,Sɛ́ afifide ho yɛ anika.
7399,"Asamoah wɔ agyinamoah abien biako yɛ fitaa na biako yɛ tuntum, na biako nso yɛ tuntum."
7400,Ɔyɛ onipa biara kɛkɛ.
7401,Ka kyerɛ Nekoh sɛ yɛmpɛ sɛ yɛkɔ.
7402,Ebia ɛsɛ sɛ wode mmofra no kɔ baabi.
7403,Eyi ne ade biako a ɛwɔ sɛ wɔ paw
7404,Me to paano
7405,Ofie hɔ tew.
7406,Asamoah mpɛ ɔhaw biara.
7407,"Bere a miduu fie no, mihuu akronfo adwuma a wo dii no."
7408,Ná ɔhyɛ atade fɛfɛ bi.
7409,Ɔhaw no maa nhama no mu bui.
7410,So wopɛ sɛ wudi?
7411,Dɛn na agua yi reyɛ wɔ ha?
7412,Ná misusuw sɛ wo ni Asamoah hyɛ ɛda bi sɛ mo di be pue.
7413,"Me serɛ wo, wowɔ bere?"
7414,Wo bo afuw.
7415,Ɔretwɛn wo.
7416,Migye di sɛ eyi rennya yɛn adamfofa no so nkɛntɛnso.
7417,So metumi ne ɔkyerɛkyerɛfo no akasa?
7418,Mede sika a na mewɔ nyinaa maa nea na onni bi no.
7419,Wɔbɔɔ ho ka nyinaa wiei.
7420,Sɛnea Asamoah pɛ sɛ yɛkɔ asɔre.
7421,Egye bere tenten ahe na obi atumi anantew akɔ adwumayɛbea?
7422,Ɛno ne wo nhoma.
7423,Metee asɛm no wɔ radio so.
7424,"Sɛ́ Asamoah no, wanka sika dodow a na ɔde ayɛ saa no ankyerɛ Boatemaa."
7425,Asamoah mpɛ aduan a ɛyɛ hyew.
7426,Asamoah mpɛ aduan a ɛyɛ hyew.
7427,Ná mempɛ sɛ mebɔ wo hu.
7428,"Oo, mewɔ biribi a mede bɛkyerɛ wo."
7429,"Bere a Asamoah hui sɛ Boatemaa ho akyere no no, ɔboaa no."
7430,Polisini no kyeree ɔbarima no amonom hɔ ara.
